,Unnamed: 0,Unnamed: 0.1,Rowid,Timestamp,Anonymized_Vehicle_number,Vehicle_type,Unnamed: 0.2,Number_of_axles,Tollplaza_id,Tollplaza_code,Unnamed: 0.3,Type of Payment code,Vehicle Code
8060,8060,8060,8061,Wed Aug  4 10:59:18 2021,9414515,CAR,8060,9414515,4829,PCEC030F2,8060,,
8061,8061,8061,8062,Tue Aug 10 18:37:36 2021,5623528,CAR,8061,5623528,4983,PCC3E4ADA,8061,,
8062,8062,8062,8063,Fri Aug 20 15:42:28 2021,2485173,CAR,8062,2485173,4809,PCAD363FC,8062,,
8063,8063,8063,8064,Sun Aug  1 22:28:38 2021,9876481,CAR,8063,9876481,4864,PC259547F,8063,,
8064,8064,8064,8065,Fri Aug 13 13:49:44 2021,1635396,TRUCK,8064,1635396,4679,PC88494D0,8064,,
8065,8065,8065,8066,Sat Aug 14 02:07:21 2021,769053,CAR,8065,769053,4070,PCEECA8B2,8065,,
8066,8066,8066,8067,Thu Aug 12 17:08:05 2021,957949,CAR,8066,957949,4258,PCAC64E67,8066,,
8067,8067,8067,8068,Thu Jul 29 19:00:58 2021,1514815,CAR,8067,1514815,4315,PC6E0962A,8067,,
8068,8068,8068,8069,Thu Aug 19 05:45:06 2021,3321941,TRUCK,8068,3321941,4166,PCE450C55,8068,,
8069,8069,8069,8070,Thu Aug 12 10:36:39 2021,3842168,CAR,8069,3842168,4615,PC1ECBA39,8069,,
8070,8070,8070,8071,Sat Aug 21 17:33:51 2021,5446005,CAR,8070,5446005,4541,PCC6A4CD8,8070,,
8071,8071,8071,8072,Mon Aug  2 01:03:25 2021,1648969,TRUCK,8071,1648969,4018,PCCB2657A,8071,,
8072,8072,8072,8073,Tue Aug 17 04:13:13 2021,1190594,TRUCK,8072,1190594,4188,PCDB12C82,8072,,
8073,8073,8073,8074,Wed Aug 18 15:11:27 2021,1467655,TRUCK,8073,1467655,4665,PCF63C15F,8073,,
8074,8074,8074,8075,Thu Aug 12 02:14:13 2021,4507079,TRUCK,8074,4507079,4469,PC120EEFD,8074,,
8075,8075,8075,8076,Sun Aug  1 16:30:43 2021,3267963,CAR,8075,3267963,4090,PC1EE951B,8075,,
8076,8076,8076,8077,Fri Aug 13 03:14:41 2021,1416260,TRUCK,8076,1416260,4306,PC5D6563A,8076,,
8077,8077,8077,8078,Wed Aug 18 06:27:00 2021,4169264,CAR,8077,4169264,4874,PC9F481D4,8077,,
8078,8078,8078,8079,Mon Aug 16 02:04:19 2021,3035778,CAR,8078,3035778,4065,PC3B514E2,8078,,
8079,8079,8079,8080,Tue Aug 17 19:22:44 2021,1234332,TRUCK,8079,1234332,4439,PC845CEA6,8079,,
8080,8080,8080,8081,Sun Aug  1 00:18:53 2021,3659841,CAR,8080,3659841,4537,PC10C700F,8080,,
8081,8081,8081,8082,Sun Aug 15 03:26:02 2021,6878750,VAN,8081,6878750,4127,PCA2D76A5,8081,,
8082,8082,8082,8083,Fri Aug  6 01:00:24 2021,7219602,CAR,8082,7219602,4278,PC4847214,8082,,
8083,8083,8083,8084,Tue Aug 17 03:54:59 2021,2754998,VAN,8083,2754998,4020,PC2265FB3,8083,,
8084,8084,8084,8085,Tue Aug 17 07:01:54 2021,635736,CAR,8084,635736,4669,PC36675CE,8084,,
8085,8085,8085,8086,Wed Aug  4 20:04:33 2021,674870,TRUCK,8085,674870,4327,PC16F59EC,8085,,
8086,8086,8086,8087,Sat Aug 21 13:05:29 2021,2202845,CAR,8086,2202845,4414,PC40BD0F3,8086,,
8087,8087,8087,8088,Sun Aug  8 11:45:47 2021,941595,CAR,8087,941595,4254,PC0C0EE22,8087,,
8088,8088,8088,8089,Sun Aug  8 05:03:21 2021,4892001,CAR,8088,4892001,4296,PCA24C1E1,8088,,
8089,8089,8089,8090,Thu Aug 12 05:21:46 2021,1996276,TRUCK,8089,1996276,4268,PC6CC51DA,8089,,
8090,8090,8090,8091,Mon Aug 16 15:13:50 2021,9248594,CAR,8090,9248594,4342,PCE7F2748,8090,,
8091,8091,8091,8092,Sat Aug 14 08:52:34 2021,1014734,CAR,8091,1014734,4226,PCDC5C9E2,8091,,
8092,8092,8092,8093,Wed Aug  4 01:48:18 2021,2286589,CAR,8092,2286589,4633,PC974552B,8092,,
8093,8093,8093,8094,Mon Aug  9 02:17:24 2021,4050257,VAN,8093,4050257,4105,PC43919D1,8093,,
8094,8094,8094,8095,Tue Aug 17 02:16:22 2021,7032854,VAN,8094,7032854,4434,PCA491459,8094,,
8095,8095,8095,8096,Sun Aug  8 06:36:11 2021,8420501,CAR,8095,8420501,4491,PCA52F720,8095,,
8096,8096,8096,8097,Sun Aug 15 19:33:55 2021,4060699,CAR,8096,4060699,4273,PC0EF5BA6,8096,,
8097,8097,8097,8098,Thu Jul 29 18:46:15 2021,1425073,CAR,8097,1425073,4276,PC4E15B39,8097,,
8098,8098,8098,8099,Tue Aug 10 07:18:40 2021,5111715,CAR,8098,5111715,4196,PC4B8A835,8098,,
8099,8099,8099,8100,Thu Aug 19 14:48:35 2021,7116804,CAR,8099,7116804,4515,PC6A1B37B,8099,,
8100,8100,8100,8101,Sat Jul 31 14:06:11 2021,901669,CAR,8100,901669,4134,PC767BBB2,8100,,
8101,8101,8101,8102,Sat Aug  7 21:39:46 2021,6995160,CAR,8101,6995160,4894,PCDADB8C6,8101,,
8102,8102,8102,8103,Wed Aug 11 11:06:52 2021,7113896,CAR,8102,7113896,4529,PC3FAA264,8102,,
8103,8103,8103,8104,Tue Aug  3 14:12:43 2021,5462662,CAR,8103,5462662,4958,PC8A8976A,8103,,
8104,8104,8104,8105,Sun Aug 15 09:46:43 2021,4763732,TRUCK,8104,4763732,4751,PCD33B3C9,8104,,
8105,8105,8105,8106,Tue Aug 17 15:08:07 2021,5301967,CAR,8105,5301967,4609,PC1551C8E,8105,,
8106,8106,8106,8107,Tue Aug  3 07:00:49 2021,3831073,CAR,8106,3831073,4683,PC96978C6,8106,,
8107,8107,8107,8108,Wed Aug 18 00:21:30 2021,2772633,TRUCK,8107,2772633,4778,PCCCADDBD,8107,,
8108,8108,8108,8109,Sun Aug 22 13:19:48 2021,4827467,TRUCK,8108,4827467,4514,PC374C341,8108,,
8109,8109,8109,8110,Sat Aug 14 09:49:55 2021,6370744,TRUCK,8109,6370744,4372,PC1E0F3B6,8109,,
8110,8110,8110,8111,Wed Aug  4 19:59:14 2021,1551612,CAR,8110,1551612,4329,PCF9CCB5A,8110,,
8111,8111,8111,8112,Mon Aug  2 10:05:50 2021,8625041,TRUCK,8111,8625041,4918,PC8F8E598,8111,,
8112,8112,8112,8113,Mon Aug 16 22:13:53 2021,5507182,CAR,8112,5507182,4519,PC92A6471,8112,,
8113,8113,8113,8114,Fri Jul 30 03:03:21 2021,3618484,TRUCK,8113,3618484,4227,PCD8346A6,8113,,
8114,8114,8114,8115,Wed Aug 18 08:56:37 2021,1720345,CAR,8114,1720345,4818,PCF243BF3,8114,,
8115,8115,8115,8116,Wed Aug 18 21:41:58 2021,4474527,CAR,8115,4474527,4142,PC7ACFF7C,8115,,
8116,8116,8116,8117,Fri Jul 30 09:06:38 2021,8040294,CAR,8116,8040294,4375,PCAE085FE,8116,,
8117,8117,8117,8118,Wed Aug 11 16:58:21 2021,2613000,CAR,8117,2613000,4954,PCA276EBB,8117,,
8118,8118,8118,8119,Sun Aug  8 23:00:52 2021,7659236,CAR,8118,7659236,4354,PC0671DD4,8118,,
8119,8119,8119,8120,Thu Aug  5 04:52:15 2021,274829,CAR,8119,274829,4229,PCD0DDD3D,8119,,
8120,8120,8120,8121,Fri Aug 13 01:10:46 2021,5157302,TRUCK,8120,5157302,4133,PC30FC453,8120,,
8121,8121,8121,8122,Mon Aug 16 02:17:52 2021,3672888,VAN,8121,3672888,4129,PCA6127FF,8121,,
8122,8122,8122,8123,Sat Aug 21 11:31:16 2021,6500970,TRUCK,8122,6500970,4325,PC8FC83B3,8122,,
8123,8123,8123,8124,Mon Aug  2 11:34:48 2021,6586355,CAR,8123,6586355,4478,PCB02917E,8123,,
8124,8124,8124,8125,Thu Aug  5 23:58:32 2021,6413690,CAR,8124,6413690,4599,PC800C92D,8124,,
8125,8125,8125,8126,Mon Aug 16 00:21:00 2021,1397184,TRUCK,8125,1397184,4905,PCE1EA438,8125,,
8126,8126,8126,8127,Wed Aug  4 12:40:32 2021,1622942,CAR,8126,1622942,4682,PCBB02F92,8126,,
8127,8127,8127,8128,Tue Aug 17 15:57:47 2021,1495567,CAR,8127,1495567,5002,PC585BD38,8127,,
8128,8128,8128,8129,Fri Aug 13 04:09:57 2021,6343077,CAR,8128,6343077,4851,PC0954183,8128,,
8129,8129,8129,8130,Tue Aug 17 20:53:00 2021,431864,CAR,8129,431864,4768,PC7BEFC3B,8129,,
8130,8130,8130,8131,Mon Aug  9 21:16:46 2021,430105,CAR,8130,430105,4307,PC87D90FE,8130,,
8131,8131,8131,8132,Sat Aug 21 05:51:43 2021,7855215,CAR,8131,7855215,4786,PCB7F1F8A,8131,,
8132,8132,8132,8133,Fri Aug  6 03:58:21 2021,2861935,VAN,8132,2861935,4119,PC9EBEDB5,8132,,
8133,8133,8133,8134,Sun Aug 22 02:23:21 2021,739031,CAR,8133,739031,4909,PCDED6F20,8133,,
8134,8134,8134,8135,Sat Jul 31 03:03:00 2021,8771884,CAR,8134,8771884,4584,PC1085B78,8134,,
8135,8135,8135,8136,Wed Aug 18 22:00:54 2021,248195,CAR,8135,248195,4037,PC0A50259,8135,,
8136,8136,8136,8137,Mon Aug  2 17:55:13 2021,3663037,CAR,8136,3663037,4767,PC61F3A80,8136,,
8137,8137,8137,8138,Thu Aug 19 11:56:12 2021,8437262,VAN,8137,8437262,4105,PC43919D1,8137,,
8138,8138,8138,8139,Fri Aug 20 09:38:29 2021,334466,CAR,8138,334466,4262,PCCB12F8C,8138,,
8139,8139,8139,8140,Wed Aug 11 15:02:19 2021,9980546,CAR,8139,9980546,4090,PC1EE951B,8139,,
8140,8140,8140,8141,Tue Aug 17 22:53:12 2021,9436536,CAR,8140,9436536,4115,PCF5D4B0A,8140,,
8141,8141,8141,8142,Sat Aug 21 13:31:39 2021,3070607,CAR,8141,3070607,4147,PC4D2C5A7,8141,,
8142,8142,8142,8143,Wed Aug 11 08:53:57 2021,8321694,TRUCK,8142,8321694,4003,PC83F544D,8142,,
8143,8143,8143,8144,Mon Aug 16 18:09:48 2021,6575583,CAR,8143,6575583,4517,PC9AF321D,8143,,
8144,8144,8144,8145,Wed Aug  4 21:40:40 2021,4561219,TRUCK,8144,4561219,4765,PC795A0A3,8144,,
8145,8145,8145,8146,Tue Aug 10 04:16:05 2021,5969255,CAR,8145,5969255,4559,PC93AAEC9,8145,,
8146,8146,8146,8147,Sat Aug  7 19:26:21 2021,9362694,VAN,8146,9362694,4608,PCACD1BEE,8146,,
8147,8147,8147,8148,Thu Aug  5 23:50:34 2021,4629983,VAN,8147,4629983,4400,PC3BD7D63,8147,,
8148,8148,8148,8149,Mon Aug  9 16:32:35 2021,695637,CAR,8148,695637,4641,PCAA9F518,8148,,
8149,8149,8149,8150,Fri Jul 30 01:33:40 2021,1812793,CAR,8149,1812793,4523,PC0005AC7,8149,,
8150,8150,8150,8151,Tue Aug 17 09:51:54 2021,9954253,TRUCK,8150,9954253,4831,PC0EC3E54,8150,,
8151,8151,8151,8152,Fri Jul 30 10:44:58 2021,8258952,VAN,8151,8258952,4925,PCE5E04A2,8151,,
8152,8152,8152,8153,Fri Aug  6 15:34:58 2021,2365594,CAR,8152,2365594,4429,PC65E7991,8152,,
8153,8153,8153,8154,Tue Aug 10 04:58:59 2021,1630309,CAR,8153,1630309,4276,PC4E15B39,8153,,
8154,8154,8154,8155,Wed Aug 18 07:22:20 2021,3230007,CAR,8154,3230007,4950,PC4F71E72,8154,,
8155,8155,8155,8156,Fri Jul 30 10:52:43 2021,4989020,CAR,8155,4989020,4363,PC62E1338,8155,,
8156,8156,8156,8157,Thu Aug 19 12:45:58 2021,9064209,CAR,8156,9064209,4401,PC0606D6A,8156,,
8157,8157,8157,8158,Wed Aug 11 10:12:47 2021,3160462,CAR,8157,3160462,4250,PCC695DB0,8157,,
8158,8158,8158,8159,Fri Aug  6 14:12:07 2021,5479413,CAR,8158,5479413,4348,PCD66314D,8158,,
8159,8159,8159,8160,Fri Aug  6 20:49:26 2021,8902464,VAN,8159,8902464,4013,PCE5BA2CE,8159,,
8160,8160,8160,8161,Sun Aug 15 03:07:49 2021,8141321,CAR,8160,8141321,4694,PCBCF42C2,8160,,
8161,8161,8161,8162,Wed Aug 11 14:22:42 2021,3727401,CAR,8161,3727401,4237,PC51D1059,8161,,
8162,8162,8162,8163,Thu Jul 29 13:17:21 2021,3285156,VAN,8162,3285156,4226,PCDC5C9E2,8162,,
8163,8163,8163,8164,Sun Aug  8 12:19:11 2021,3409071,CAR,8163,3409071,4695,PC4A5D62F,8163,,
8164,8164,8164,8165,Mon Aug  2 23:52:17 2021,7431106,CAR,8164,7431106,4531,PC857F4A0,8164,,
8165,8165,8165,8166,Thu Aug 19 11:40:40 2021,6874812,CAR,8165,6874812,4779,PCC8FE9C6,8165,,
8166,8166,8166,8167,Tue Aug 10 00:56:58 2021,1452415,CAR,8166,1452415,4585,PCF3AE602,8166,,
8167,8167,8167,8168,Tue Aug 17 07:17:37 2021,4097697,CAR,8167,4097697,4400,PC3BD7D63,8167,,
8168,8168,8168,8169,Thu Aug 12 07:46:39 2021,5495608,TRUCK,8168,5495608,4442,PC05C2F86,8168,,
8169,8169,8169,8170,Sat Aug  7 23:54:29 2021,547443,CAR,8169,547443,4744,PC78EF0B5,8169,,
8170,8170,8170,8171,Tue Aug 17 16:27:48 2021,8499980,CAR,8170,8499980,4483,PC7F7FFF0,8170,,
8171,8171,8171,8172,Wed Aug 18 00:06:51 2021,7517746,VAN,8171,7517746,4748,PCF2ECD29,8171,,
8172,8172,8172,8173,Fri Aug  6 00:52:11 2021,4229412,CAR,8172,4229412,4955,PCE36723C,8172,,
8173,8173,8173,8174,Mon Aug  2 11:36:30 2021,8958803,CAR,8173,8958803,4271,PC28E44E2,8173,,
8174,8174,8174,8175,Sat Aug  7 16:29:52 2021,768529,CAR,8174,768529,4702,PCDBC3AC9,8174,,
8175,8175,8175,8176,Sat Aug  7 23:55:59 2021,7850255,TRUCK,8175,7850255,4248,PC45EBEBC,8175,,
8176,8176,8176,8177,Thu Aug 12 17:21:54 2021,7597656,CAR,8176,7597656,4760,PC161AC8D,8176,,
8177,8177,8177,8178,Fri Jul 30 08:41:54 2021,2197437,TRUCK,8177,2197437,4095,PC3E1512A,8177,,
8178,8178,8178,8179,Sat Aug 14 08:33:42 2021,7037736,CAR,8178,7037736,4673,PC66E7418,8178,,
8179,8179,8179,8180,Fri Aug  6 23:56:18 2021,6641473,VAN,8179,6641473,4174,PC041D874,8179,,
8180,8180,8180,8181,Mon Aug 16 12:36:16 2021,6491981,CAR,8180,6491981,4955,PCE36723C,8180,,
8181,8181,8181,8182,Fri Aug  6 15:26:59 2021,8834336,CAR,8181,8834336,4499,PC1EEDA04,8181,,
8182,8182,8182,8183,Thu Aug 12 00:00:15 2021,5549304,CAR,8182,5549304,4309,PC5E92F61,8182,,
8183,8183,8183,8184,Sun Aug  1 07:07:53 2021,7011179,VAN,8183,7011179,4686,PCD6E5E77,8183,,
8184,8184,8184,8185,Mon Aug  9 20:26:42 2021,541237,CAR,8184,541237,4045,PCE952492,8184,,
8185,8185,8185,8186,Wed Aug 11 14:20:20 2021,4645419,TRUCK,8185,4645419,4934,PC3ED26A2,8185,,
8186,8186,8186,8187,Fri Aug 20 20:17:55 2021,5186182,CAR,8186,5186182,4988,PC46BE0B2,8186,,
8187,8187,8187,8188,Sat Aug 21 15:08:55 2021,5222466,VAN,8187,5222466,4815,PC19C02F1,8187,,
8188,8188,8188,8189,Mon Aug  2 07:15:58 2021,1146039,TRUCK,8188,1146039,4359,PCB27CFF1,8188,,
8189,8189,8189,8190,Sun Aug  8 03:11:50 2021,7921448,CAR,8189,7921448,4379,PC87C8BC4,8189,,
8190,8190,8190,8191,Tue Aug 17 18:19:35 2021,6311586,CAR,8190,6311586,4503,PC69DE15C,8190,,
8191,8191,8191,8192,Wed Aug 18 10:53:01 2021,6324534,CAR,8191,6324534,4227,PCD8346A6,8191,,
8192,8192,8192,8193,Fri Jul 30 07:51:28 2021,3077932,CAR,8192,3077932,4855,PC03C5C15,8192,,
8193,8193,8193,8194,Wed Aug 18 23:14:41 2021,6205760,TRUCK,8193,6205760,4635,PC3C8B99E,8193,,
8194,8194,8194,8195,Tue Aug 10 18:31:44 2021,4912454,TRUCK,8194,4912454,4262,PCCB12F8C,8194,,
8195,8195,8195,8196,Thu Aug  5 20:24:40 2021,7990205,CAR,8195,7990205,4209,PC494D54E,8195,,
8196,8196,8196,8197,Tue Aug 10 14:02:13 2021,2478774,CAR,8196,2478774,4109,PC7057B6A,8196,,
8197,8197,8197,8198,Sat Aug 21 00:55:16 2021,3871666,CAR,8197,3871666,4899,PC4967767,8197,,
8198,8198,8198,8199,Wed Aug 11 13:00:52 2021,2175169,CAR,8198,2175169,4338,PC6203962,8198,,
8199,8199,8199,8200,Fri Jul 30 14:47:54 2021,2498085,CAR,8199,2498085,4360,PC084F676,8199,,
8200,8200,8200,8201,Sat Aug 21 23:21:28 2021,9079200,VAN,8200,9079200,4100,PCC6DD8D5,8200,,
8201,8201,8201,8202,Mon Aug  9 02:39:22 2021,7973552,CAR,8201,7973552,4938,PC6C57ED3,8201,,
8202,8202,8202,8203,Sun Aug  1 11:28:02 2021,8556512,CAR,8202,8556512,4325,PC8FC83B3,8202,,
8203,8203,8203,8204,Mon Aug  2 10:15:07 2021,7454092,TRUCK,8203,7454092,4632,PCC1FFE5B,8203,,
8204,8204,8204,8205,Fri Aug 20 16:29:20 2021,1268106,CAR,8204,1268106,4341,PC1E10EC3,8204,,
8205,8205,8205,8206,Tue Aug  3 02:03:08 2021,6439964,VAN,8205,6439964,4768,PC7BEFC3B,8205,,
8206,8206,8206,8207,Fri Aug 13 12:38:07 2021,9170295,VAN,8206,9170295,4540,PC5CAF0A7,8206,,
8207,8207,8207,8208,Tue Aug  3 03:15:11 2021,7620241,CAR,8207,7620241,4222,PC15EC378,8207,,
8208,8208,8208,8209,Wed Aug 18 13:26:34 2021,7844259,VAN,8208,7844259,4986,PC9787B8A,8208,,
8209,8209,8209,8210,Wed Aug 11 22:35:37 2021,9906172,CAR,8209,9906172,4625,PC186BCA8,8209,,
8210,8210,8210,8211,Mon Aug  2 21:16:04 2021,9506960,VAN,8210,9506960,4120,PC6700C62,8210,,
8211,8211,8211,8212,Fri Jul 30 19:26:39 2021,5856972,CAR,8211,5856972,4327,PC16F59EC,8211,,
8212,8212,8212,8213,Mon Aug 16 00:45:41 2021,6484714,CAR,8212,6484714,4847,PCD546332,8212,,
8213,8213,8213,8214,Sun Aug  1 12:57:17 2021,3136346,CAR,8213,3136346,4899,PC4967767,8213,,
8214,8214,8214,8215,Thu Jul 29 13:27:48 2021,2145409,CAR,8214,2145409,4081,PCC825DB2,8214,,
8215,8215,8215,8216,Mon Aug  9 06:05:38 2021,9436636,CAR,8215,9436636,4493,PC124B4C0,8215,,
8216,8216,8216,8217,Sun Aug  8 22:14:28 2021,6707512,VAN,8216,6707512,4638,PCB7AC8AA,8216,,
8217,8217,8217,8218,Mon Aug  2 17:40:28 2021,3768394,TRUCK,8217,3768394,4196,PC4B8A835,8217,,
8218,8218,8218,8219,Mon Aug 16 10:47:00 2021,553224,TRUCK,8218,553224,4940,PC8AB18BE,8218,,
8219,8219,8219,8220,Thu Aug  5 15:51:30 2021,5558325,VAN,8219,5558325,4207,PC76EDF79,8219,,
8220,8220,8220,8221,Mon Aug  2 17:26:54 2021,9990042,CAR,8220,9990042,4507,PC11DCA73,8220,,
8221,8221,8221,8222,Sat Aug 14 18:09:24 2021,9180206,TRUCK,8221,9180206,4667,PCD540B2F,8221,,
8222,8222,8222,8223,Mon Aug 16 02:09:39 2021,2473889,TRUCK,8222,2473889,4396,PCA00BC1C,8222,,
8223,8223,8223,8224,Tue Aug  3 03:57:21 2021,8212274,CAR,8223,8212274,4394,PCD3A817A,8223,,
8224,8224,8224,8225,Fri Aug 20 20:57:35 2021,5275562,VAN,8224,5275562,4919,PC7A3A5CF,8224,,
8225,8225,8225,8226,Fri Aug 13 09:23:52 2021,9870307,CAR,8225,9870307,4275,PC1DA31F7,8225,,
8226,8226,8226,8227,Sat Aug 21 06:39:41 2021,5285457,TRUCK,8226,5285457,4245,PC6594AD4,8226,,
8227,8227,8227,8228,Mon Aug  2 03:38:01 2021,8498599,VAN,8227,8498599,4860,PCF4A2DA9,8227,,
8228,8228,8228,8229,Mon Aug  2 14:19:46 2021,3564976,TRUCK,8228,3564976,4147,PC4D2C5A7,8228,,
8229,8229,8229,8230,Sat Aug 21 16:26:31 2021,3984333,TRUCK,8229,3984333,4034,PCFC754C7,8229,,
8230,8230,8230,8231,Sat Aug 21 22:40:16 2021,6715168,CAR,8230,6715168,4631,PCFFF6463,8230,,
8231,8231,8231,8232,Tue Aug 17 05:04:59 2021,9749844,VAN,8231,9749844,4948,PCBA2D075,8231,,
8232,8232,8232,8233,Mon Aug 16 11:27:09 2021,1739088,CAR,8232,1739088,4721,PCE937423,8232,,
8233,8233,8233,8234,Tue Aug 10 21:26:38 2021,5291843,CAR,8233,5291843,4005,PCB3DF742,8233,,
8234,8234,8234,8235,Thu Aug 12 05:05:43 2021,8615899,CAR,8234,8615899,4061,PC3A63A79,8234,,
8235,8235,8235,8236,Sun Aug  8 06:45:44 2021,3377464,CAR,8235,3377464,4601,PCC932802,8235,,
8236,8236,8236,8237,Fri Aug 20 09:56:25 2021,1773772,CAR,8236,1773772,4886,PC4D892D7,8236,,
8237,8237,8237,8238,Tue Aug 17 14:45:43 2021,9214180,TRUCK,8237,9214180,4819,PC454F09B,8237,,
8238,8238,8238,8239,Wed Aug 11 04:08:41 2021,9470339,CAR,8238,9470339,4522,PC0A326BE,8238,,
8239,8239,8239,8240,Sun Aug  1 18:59:35 2021,3705633,CAR,8239,3705633,4069,PCC48608C,8239,,
8240,8240,8240,8241,Tue Aug 17 06:08:12 2021,8623977,TRUCK,8240,8623977,4014,PCF14D1E3,8240,,
8241,8241,8241,8242,Tue Aug 17 16:45:13 2021,7523353,CAR,8241,7523353,4706,PCD8D5094,8241,,
8242,8242,8242,8243,Sun Aug  1 16:39:36 2021,6491662,TRUCK,8242,6491662,4287,PC421D5F3,8242,,
8243,8243,8243,8244,Sun Aug 15 08:40:36 2021,3088242,CAR,8243,3088242,4150,PCC8441A8,8243,,
8244,8244,8244,8245,Fri Aug 13 13:50:41 2021,255446,CAR,8244,255446,4608,PCACD1BEE,8244,,
8245,8245,8245,8246,Wed Aug 18 06:40:05 2021,4927609,CAR,8245,4927609,4670,PC2BE6D87,8245,,
8246,8246,8246,8247,Mon Aug  2 01:01:55 2021,7034476,CAR,8246,7034476,4354,PC0671DD4,8246,,
8247,8247,8247,8248,Fri Aug  6 08:10:47 2021,9079371,TRUCK,8247,9079371,4263,PCD6DBA1D,8247,,
8248,8248,8248,8249,Sun Aug  8 15:34:50 2021,526333,CAR,8248,526333,4069,PCC48608C,8248,,
8249,8249,8249,8250,Sat Aug 21 06:21:57 2021,8617285,CAR,8249,8617285,4095,PC3E1512A,8249,,
8250,8250,8250,8251,Fri Aug 20 09:31:21 2021,4464432,CAR,8250,4464432,4862,PC3BDDA71,8250,,
8251,8251,8251,8252,Fri Aug 13 21:27:23 2021,3651501,CAR,8251,3651501,4155,PC9042B3F,8251,,
8252,8252,8252,8253,Sun Aug  1 13:20:31 2021,9898506,CAR,8252,9898506,4803,PC2BBEEDC,8252,,
8253,8253,8253,8254,Sun Aug  1 16:07:36 2021,9271351,VAN,8253,9271351,4376,PCA283923,8253,,
8254,8254,8254,8255,Tue Aug 10 20:59:31 2021,6043353,TRUCK,8254,6043353,4854,PCB6F1968,8254,,
8255,8255,8255,8256,Fri Jul 30 08:58:17 2021,3741636,VAN,8255,3741636,4605,PCEB27C63,8255,,
8256,8256,8256,8257,Tue Aug 17 11:59:32 2021,8888611,CAR,8256,8888611,4559,PC93AAEC9,8256,,
8257,8257,8257,8258,Fri Jul 30 15:15:35 2021,4050923,TRUCK,8257,4050923,4775,PCA50FB36,8257,,
8258,8258,8258,8259,Thu Aug 19 21:38:13 2021,5633078,CAR,8258,5633078,4241,PC7241796,8258,,
8259,8259,8259,8260,Sat Aug 14 17:55:00 2021,2383237,TRUCK,8259,2383237,4185,PC7F5C566,8259,,
8260,8260,8260,8261,Thu Jul 29 13:48:24 2021,3955694,CAR,8260,3955694,4536,PCC6C5CFB,8260,,
8261,8261,8261,8262,Sat Jul 31 14:06:35 2021,3943448,TRUCK,8261,3943448,4855,PC03C5C15,8261,,
8262,8262,8262,8263,Sat Aug  7 02:12:50 2021,1759528,TRUCK,8262,1759528,4937,PCD30D908,8262,,
8263,8263,8263,8264,Wed Aug  4 14:10:41 2021,4575151,CAR,8263,4575151,4592,PC627AA14,8263,,
8264,8264,8264,8265,Sat Jul 31 12:09:29 2021,4906201,CAR,8264,4906201,4930,PC22F748B,8264,,
8265,8265,8265,8266,Sat Aug 21 09:41:51 2021,4977122,CAR,8265,4977122,4167,PC8453073,8265,,
8266,8266,8266,8267,Wed Aug 18 05:40:46 2021,210843,CAR,8266,210843,4363,PC62E1338,8266,,
8267,8267,8267,8268,Fri Aug 13 07:28:43 2021,5058068,CAR,8267,5058068,4083,PC90346C9,8267,,
8268,8268,8268,8269,Fri Aug 20 10:26:43 2021,4602273,TRUCK,8268,4602273,4685,PC5D33C18,8268,,
8269,8269,8269,8270,Tue Aug 10 04:20:00 2021,5158614,CAR,8269,5158614,4200,PCBA86754,8269,,
8270,8270,8270,8271,Fri Aug  6 21:04:52 2021,5393992,CAR,8270,5393992,4253,PC82A16E6,8270,,
8271,8271,8271,8272,Tue Aug  3 02:04:51 2021,8991371,VAN,8271,8991371,4712,PC94168A2,8271,,
8272,8272,8272,8273,Sat Aug  7 14:32:32 2021,8283919,CAR,8272,8283919,4993,PC0F0AB4E,8272,,
8273,8273,8273,8274,Tue Aug 17 16:37:09 2021,9216679,CAR,8273,9216679,4012,PCEF5C190,8273,,
8274,8274,8274,8275,Wed Aug  4 23:39:57 2021,8957085,CAR,8274,8957085,4795,PC7EE2DCF,8274,,
8275,8275,8275,8276,Mon Aug  9 23:48:22 2021,5164511,TRUCK,8275,5164511,4766,PCE36658B,8275,,
8276,8276,8276,8277,Fri Jul 30 20:01:48 2021,5404322,VAN,8276,5404322,4487,PCA92F2BD,8276,,
8277,8277,8277,8278,Tue Aug  3 17:03:28 2021,258906,TRUCK,8277,258906,4904,PC36C6441,8277,,
8278,8278,8278,8279,Mon Aug  2 20:13:12 2021,9300555,CAR,8278,9300555,4827,PC7D68CD9,8278,,
8279,8279,8279,8280,Mon Aug  9 17:19:11 2021,6159910,TRUCK,8279,6159910,4245,PC6594AD4,8279,,
8280,8280,8280,8281,Sat Aug 21 03:48:09 2021,1852075,CAR,8280,1852075,4972,PCC51AD39,8280,,
8281,8281,8281,8282,Tue Aug 17 13:10:23 2021,4970775,CAR,8281,4970775,4885,PC5083F35,8281,,
8282,8282,8282,8283,Sat Aug 14 21:58:54 2021,9691350,CAR,8282,9691350,4101,PCCC8F243,8282,,
8283,8283,8283,8284,Mon Aug  9 16:19:26 2021,3151732,CAR,8283,3151732,4975,PC818101A,8283,,
8284,8284,8284,8285,Mon Aug  9 11:37:48 2021,4702072,TRUCK,8284,4702072,4810,PC2CA4087,8284,,
8285,8285,8285,8286,Thu Aug  5 09:17:30 2021,8275824,CAR,8285,8275824,4434,PCA491459,8285,,
